item_as,groupe,cle_modele,modele,ancrage,identite,camp,modele_population,reel_population_gss,modele_camp,reel_camp_gss,contraste_modele_points,contraste_reel_points,exces_taux_de_base_points,signe_concordant
dem_black,Black,oss20,gpt-oss-20b,ideologie,adversaire,gauche,23.0,14.258555133079849,0.0,16.546762589928058,-23.0,2.288207456848209,8.741444866920151,False
dem_black,Black,oss20,gpt-oss-20b,ideologie,journaliste,gauche,23.0,14.258555133079849,0.0,16.546762589928058,-23.0,2.288207456848209,8.741444866920151,False
dem_black,Black,oss20,gpt-oss-20b,parti,adversaire,gauche,23.0,14.258555133079849,0.0,18.75,-23.0,4.491444866920151,8.741444866920151,False
dem_black,Black,oss20,gpt-oss-20b,parti,journaliste,gauche,23.0,14.258555133079849,0.0,18.75,-23.0,4.491444866920151,8.741444866920151,False
dem_black,Black,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,adversaire,gauche,12.0,14.258555133079849,12.0,16.546762589928058,0.0,2.288207456848209,-2.258555133079849,False
dem_black,Black,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,journaliste,gauche,12.0,14.258555133079849,15.0,16.546762589928058,3.0,2.288207456848209,-2.258555133079849,True
dem_black,Black,q30,Qwen3-30B-A3B-Instruct-2507,parti,adversaire,gauche,12.0,14.258555133079849,20.0,18.75,8.0,4.491444866920151,-2.258555133079849,True
dem_black,Black,q30,Qwen3-30B-A3B-Instruct-2507,parti,journaliste,gauche,12.0,14.258555133079849,20.0,18.75,8.0,4.491444866920151,-2.258555133079849,True
dem_black,Black,q4,Qwen3-4B-Instruct-2507,ideologie,adversaire,gauche,13.0,14.258555133079849,30.0,16.546762589928058,17.0,2.288207456848209,-1.2585551330798488,True
dem_black,Black,q4,Qwen3-4B-Instruct-2507,ideologie,journaliste,gauche,13.0,14.258555133079849,29.0,16.546762589928058,16.0,2.288207456848209,-1.2585551330798488,True
dem_black,Black,q4,Qwen3-4B-Instruct-2507,parti,adversaire,gauche,13.0,14.258555133079849,37.0,18.75,24.0,4.491444866920151,-1.2585551330798488,True
dem_black,Black,q4,Qwen3-4B-Instruct-2507,parti,journaliste,gauche,13.0,14.258555133079849,37.0,18.75,24.0,4.491444866920151,-1.2585551330798488,True
dem_union,Union,oss20,gpt-oss-20b,ideologie,adversaire,gauche,7.0,5.513307984790875,0.0,5.515587529976019,-7.0,0.0022795451851438386,1.4866920152091252,False
dem_union,Union,oss20,gpt-oss-20b,ideologie,journaliste,gauche,7.0,5.513307984790875,30.0,5.515587529976019,23.0,0.0022795451851438386,1.4866920152091252,True
dem_union,Union,oss20,gpt-oss-20b,parti,adversaire,gauche,7.0,5.513307984790875,30.0,7.056451612903227,23.0,1.543143628112352,1.4866920152091252,True
dem_union,Union,oss20,gpt-oss-20b,parti,journaliste,gauche,7.0,5.513307984790875,0.0,7.056451612903227,-7.0,1.543143628112352,1.4866920152091252,False
dem_union,Union,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,adversaire,gauche,10.0,5.513307984790875,18.0,5.515587529976019,8.0,0.0022795451851438386,4.486692015209125,True
dem_union,Union,q30,Qwen3-30B-A3B-Instruct-2507,ideologie,journaliste,gauche,10.0,5.513307984790875,18.0,5.515587529976019,8.0,0.0022795451851438386,4.486692015209125,True
dem_union,Union,q30,Qwen3-30B-A3B-Instruct-2507,parti,adversaire,gauche,10.0,5.513307984790875,35.0,7.056451612903227,25.0,1.543143628112352,4.486692015209125,True
dem_union,Union,q30,Qwen3-30B-A3B-Instruct-2507,parti,journaliste,gauche,10.0,5.513307984790875,45.0,7.056451612903227,35.0,1.543143628112352,4.486692015209125,True
dem_union,Union,q4,Qwen3-4B-Instruct-2507,ideologie,adversaire,gauche,5.0,5.513307984790875,25.0,5.515587529976019,20.0,0.0022795451851438386,-0.5133079847908748,True
dem_union,Union,q4,Qwen3-4B-Instruct-2507,ideologie,journaliste,gauche,5.0,5.513307984790875,35.0,5.515587529976019,30.0,0.0022795451851438386,-0.5133079847908748,True
dem_union,Union,q4,Qwen3-4B-Instruct-2507,parti,adversaire,gauche,5.0,5.513307984790875,60.0,7.056451612903227,55.0,1.543143628112352,-0.5133079847908748,True
dem_union,Union,q4,Qwen3-4B-Instruct-2507,parti,journaliste,gauche,5.0,5.513307984790875,45.0,7.056451612903227,40.0,1.543143628112352,-0.5133079847908748,True
dem_aa,Atheist/Agnostic,oss20,gpt-oss-20b,ideologie,adversaire,gauche,18.0,40.49429657794677,0.0,53.956834532374096,-18.0,13.462537954427326,-22.49429657794677,False
dem_aa,Atheist/Agnostic,oss20,gpt-oss-20b,ideologie,journaliste,gauche,18.0,40.49429657794677,30.0,53.956834532374096,12.0,13.462537954427326,-22.49429657794677,True
