jeu,regime,candidat,k_items,neff,bits_effectifs,bassin,top1,top1_bas,top1_haut,hasard
argyle-2023,12 items bruts (bassin complet),jumeau GPT-3 (temp. principale),12,4.313,7.655,2148,0.0013733705772811919,0.0004189944134078212,0.00258438081936685,0.0004655493482309125
argyle-2023,12 items bruts (bassin complet),B-demo,12,4.313,7.655,2148,0.0009543761638733705,0.0002094972067039106,0.0020955540037243914,0.0004655493482309125
argyle-2023,12 items bruts (bassin complet),B-oracle,12,4.313,7.655,2148,0.0015130353817504655,0.00074487895716946,0.00242143854748603,0.0004655493482309125
twin-2k-500,courbe k=4,JSON Persona - GPT4.1,4,3.201,4.273,2058,0.0018211107810973165,0.0016249176715852959,0.0020298698553178644,0.00048590864917395527
twin-2k-500,courbe k=4,Demographics Only,4,3.201,4.273,2058,0.0009720274176159052,0.0008764955649403122,0.0010691626111076493,0.00048590864917395527
twin-2k-500,courbe k=4,plafond humain (retest v1-3),4,3.201,4.273,2058,0.006934112168476249,0.005933632050065499,0.008112517881939603,0.00048590864917395527
twin-2k-500,courbe k=4,rapport jumeau/demo,4,3.201,4.273,2058,1.873517915332019,1.6829391750249116,2.0971403474575157,nan
twin-2k-500,courbe k=5,JSON Persona - GPT4.1,5,3.751,5.032,2058,0.0024676926289980226,0.0021356387837308632,0.0028184982720245843,0.00048590864917395527
twin-2k-500,courbe k=5,Demographics Only,5,3.751,5.032,2058,0.0012057722299761333,0.0010281638928208619,0.0014029335242058732,0.00048590864917395527
twin-2k-500,courbe k=5,plafond humain (retest v1-3),5,3.751,5.032,2058,0.012302510398219568,0.01066167170171267,0.014126142854047941,0.00048590864917395527
twin-2k-500,courbe k=5,rapport jumeau/demo,5,3.751,5.032,2058,2.0465661487716194,1.7179086975604403,2.393965491633548,nan
twin-2k-500,courbe k=6,JSON Persona - GPT4.1,6,4.249,5.828,2058,0.0032492073636486356,0.0026792189019956263,0.003835109744611077,0.00048590864917395527
twin-2k-500,courbe k=6,Demographics Only,6,4.249,5.828,2058,0.001267549560119588,0.0010333289207443111,0.0015150472772386713,0.00048590864917395527
twin-2k-500,courbe k=6,plafond humain (retest v1-3),6,4.249,5.828,2058,0.022017664907481537,0.019620107112142782,0.02472594187233329,0.00048590864917395527
twin-2k-500,courbe k=6,rapport jumeau/demo,6,4.249,5.828,2058,2.56337698018063,2.0659914794427605,3.1211543560439066,nan
twin-2k-500,courbe k=7,JSON Persona - GPT4.1,7,4.645,6.384,2058,0.004720713768271471,0.003965480973717673,0.005515890181062326,0.00048590864917395527
twin-2k-500,courbe k=7,Demographics Only,7,4.645,6.384,2058,0.0017389548971988341,0.0013945255047820243,0.0021238208306849637,0.00048590864917395527
twin-2k-500,courbe k=7,plafond humain (retest v1-3),7,4.645,6.384,2058,0.03308609092713241,0.029726867130845765,0.03700274057175741,0.00048590864917395527
twin-2k-500,courbe k=7,rapport jumeau/demo,7,4.645,6.384,2058,2.7146844210138816,2.1813805452613075,3.4057443702798773,nan
twin-2k-500,courbe k=8,JSON Persona - GPT4.1,8,5.046,6.712,2058,0.00669942984876421,0.005373486882615681,0.008190010551181312,0.00048590864917395527
twin-2k-500,courbe k=8,Demographics Only,8,5.046,6.712,2058,0.0019176171415612637,0.001494026249526059,0.002411438342005936,0.00048590864917395527
twin-2k-500,courbe k=8,plafond humain (retest v1-3),8,5.046,6.712,2058,0.04729279383243847,0.04384894321292433,0.051070443673648366,0.00048590864917395527
twin-2k-500,courbe k=8,rapport jumeau/demo,8,5.046,6.712,2058,3.4936222166379594,2.745093430513591,4.491855671351552,nan
twin-2k-500,courbe k=10,JSON Persona - GPT4.1,10,5.744,7.735,2058,0.009578213126835473,0.0077397787750346945,0.011368055974385411,0.00048590864917395527
twin-2k-500,courbe k=10,Demographics Only,10,5.744,7.735,2058,0.0026287285175662796,0.00200000820787214,0.0033522163555960074,0.00048590864917395527
twin-2k-500,courbe k=10,plafond humain (retest v1-3),10,5.744,7.735,2058,0.08109036453446358,0.0755960177291347,0.08666127021923957,0.00048590864917395527
twin-2k-500,courbe k=10,rapport jumeau/demo,10,5.744,7.735,2058,3.643667675391273,2.8688943203960258,4.598167432573239,nan
twin-2k-500,courbe k=12,JSON Persona - GPT4.1,12,6.277,8.711,2058,0.011601812095048548,0.009381723854550645,0.013993929841922766,0.00048590864917395527
twin-2k-500,courbe k=12,Demographics Only,12,6.277,8.711,2058,0.002453494870135063,0.0017816996655723215,0.003274622379090165,0.00048590864917395527
twin-2k-500,courbe k=12,plafond humain (retest v1-3),12,6.277,8.711,2058,0.11882439526143274,0.11149322786800091,0.12584912574992307,0.00048590864917395527
twin-2k-500,courbe k=12,rapport jumeau/demo,12,6.277,8.711,2058,4.728688140444278,3.7130885896051113,6.369345627372761,nan
twin-2k-500,courbe k=16,JSON Persona - GPT4.1,16,7.119,9.373,2058,0.023911575924983268,0.02021487175184731,0.027906617402235673,0.00048590864917395527
twin-2k-500,courbe k=16,Demographics Only,16,7.119,9.373,2058,0.004217809432681095,0.0033242794541028116,0.005152897684717555,0.00048590864917395527
twin-2k-500,courbe k=16,plafond humain (retest v1-3),16,7.119,9.373,2058,0.2145981473484901,0.2028836664153906,0.2258372062626755,0.00048590864917395527
twin-2k-500,courbe k=16,rapport jumeau/demo,16,7.119,9.373,2058,5.6691930507120185,4.517996392809302,7.0397135857882835,nan
twin-2k-500,courbe k=20,JSON Persona - GPT4.1,20,7.737,10.415,2058,0.03279637004605425,0.027322609905363934,0.038714358914492285,0.00048590864917395527
